logger_ID;TAXON;GENUS;SPECIES;COVER;NOTES;AUTHOR
651;Pulsatilla vernalis;pul;ver;+;;KC
651;Salix serpyllifolia;sal;ser;1;;KC
651;Saxifraga bryoides;sax;bry;+;;KC
651;Scorzoneroides helvetica;sco;hel;2a;;KC
651;Senecio incanus subsp. carniolicus;sen;inc;+;;KC
651;Silene acaulis subsp. exscapa;sil;aca;+;;KC
651;Vaccinium myrtillus;vac;myr;1;;KC
651;Vaccinium vitis-idaea;vac;vit;3;;KC
651;Veronica bellidioides;ver;bel;+;;KC
652;Agrostis agrostiflora;agr;agr;+;;KH
652;Anthoxanthum alpinum;ant;alp;+;;KH
652;Campanula scheuchzeri;cam;sch;1;;KH
652;Cardamine resedifolia;car;res;+;;KH
652;Cerastium cerastoides;cer;cer;r;;KH
652;Cirsium spinosissimum;cir;spi;1;;KH
652;Deschampsia cespitosa subsp. cespitosa;des;ces;2b;;KH
652;Luzula alpino-pilosa;luz;alp1;2b;;KH
652;Mutellina adonidifolia;mut;ado;1;;KH
652;Nardus stricta;nar;str;2a;;KH
652;no vegetation;wel;mir;r;grass indet;KH
652;Poa alpina;poa;alp;1;;KH
652;Sibbaldia procumbens;sib;pro;+;;KH
652;Soldanella pusilla;sol;pus;1;;KH
652;Taraxacum sp.;tar;alp;1;;KH
652;Veronica alpina;ver;alp;+;;KH
653;Anthoxanthum alpinum;ant;alp;+;;NH
653;Avenella flexuosa;ave;fle;+;;NH
653;Avenula versicolor;ave;ver;+;;NH
653;Carex sempervirens;car;sem;1;;NH
653;Deschampsia cespitosa subsp. cespitosa;des;ces;1;;NH
653;Gentiana punctata;gen;pun;+;;NH
653;Homogyne alpina;hom;alp;2a;;NH
653;Juncus trifidus;jun;tri;+;;NH
653;Mutellina adonidifolia;mut;ado;1;;NH
653;Nardus stricta;nar;str;3;;NH
653;Persicaria vivipara;per;viv;+;;NH
653;Poa alpina;poa;alp;+;;NH
653;Ranunculus villarsii;ran;vil;1;;NH
653;Salix helvetica;sal;hel;+;;NH
653;Salix herbacea;sal;her;+;;NH
653;Scorzoneroides helvetica;sco;hel;1;;NH
653;Soldanella pusilla;sol;pus;+;;NH
653;Vaccinium gaultherioides;vac;gau;2b;;NH
653;Vaccinium myrtillus;vac;myr;2a;;NH
654;Achillea moschata;ach;mos;+;;KC
654;Anthoxanthum alpinum;ant;alp;1;;KC
654;Campanula scheuchzeri;cam;sch;1;;KC
654;Cerastium fontanum s. str.;cer;hol;r;;KC
654;Cirsium spinosissimum;cir;spi;2b;;KC
654;Deschampsia cespitosa subsp. cespitosa;des;ces;+;;KC
654;Festuca halleri agg.;fes;hal;+;;KC
654;Lotus corniculatus;lot;cor;2a;;KC
654;Luzula spicata;luz;spi;+;;KC
654;Myosotis alpestris;myo;alp;+;;KC
654;Nardus stricta;nar;str;+;;KC
654;Poa alpina;poa;alp;+;;KC
654;Pulsatilla alpina subsp. apiifolia;pul;alp;+;;KC
654;Ranunculus villarsii;ran;vil;2b;;KC
654;Scorzoneroides helvetica;sco;hel;2a;;KC
654;Sibbaldia procumbens;sib;pro;+;;KC
654;Trifolium pallescens;tri;pal;+;;KC
655;Anthoxanthum alpinum;ant;alp;1;;NH
655;Avenella flexuosa;ave;fle;+;;NH
655;Campanula scheuchzeri;cam;sch;+;;NH
655;Crepis aurea;cre;aur;+;;NH
655;Crocus albiflorus;cro;alb;r;;NH
655;Festuca nigricans;fes;nig;+;;NH
655;Festuca halleri agg.;fes;pum;+;;NH
655;Gentiana punctata;gen;pun;r;cf;NH
655;Geum montanum;geu;mon;1;;NH
655;Homogyne alpina;hom;alp;2b;;NH
655;Lotus corniculatus;lot;cor;+;;NH
655;Luzula alpina;luz;alp;+;;NH
655;Luzula lutea;luz;lut;+;;NH
655;Myosotis alpestris;myo;alp;1;;NH
655;Nardus stricta;nar;str;2a;;NH
655;Poa alpina;poa;alp;1;;NH
655;Potentilla aurea;pot;aur;2a;;NH
655;Ranunculus villarsii;ran;vil;1;;NH
655;Scorzoneroides helvetica;sco;hel;1;;NH
655;Silene vulgaris;sil;vul;2a;;NH
655;Soldanella pusilla;sol;pus;+;;NH
655;Solidago virgaurea subsp. minuta;sol;vir;r;;NH
655;Vaccinium myrtillus;vac;myr;1;;NH
656;Calluna vulgaris;cal;vul;+;;KC
656;Carex aterrima;car;ate;1;;KC
656;Carex brunnescens;car;bru;2b;cf;KC
656;Carex ferruginea;car;fer;2a;;KC
656;Juncus jacquinii;jun;jac;+;;KC
656;Mutellina adonidifolia;mut;ado;+;;KC
656;Nardus stricta;nar;str;2a;;KC
656;Pinguicula leptoceras;pin;lep;+;;KC
656;Taraxacum sp.;tar;spe;+;;KC
657;Agrostis agrostiflora;agr;agr;1;;NH
657;Alchemilla vulgaris agg.;alc;vul;2a;;NH
657;Anthoxanthum alpinum;ant;alp;1;;NH
657;Campanula scheuchzeri;cam;sch;+;;NH
657;Carex curvula subsp. curvula;car;cur;1;;NH
657;Cirsium spinosissimum;cir;spi;2a;;NH
657;Dryopteris dilatata;dry;dil;r;22/09/01: corrected to D. dilatata;NH
657;Festuca halleri agg.;fes;hal;+;;NH
657;Festuca nigricans;fes;nig;+;;NH
657;Geum montanum;geu;mon;1;;NH
657;Homogyne alpina;hom;alp;2a;;NH
657;Juncus trifidus;jun;tri;r;;NH
657;Lotus corniculatus;lot;cor;+;;NH
657;Luzula lutea;luz;lut;1;;NH
657;Mutellina adonidifolia;mut;ado;1;;NH
657;Nardus stricta;nar;str;+;;NH
657;Potentilla aurea;pot;aur;1;;NH
657;Ranunculus villarsii;ran;vil;+;;NH
657;Scorzoneroides helvetica;sco;hel;+;;NH
657;Sempervivum montanum s. str.;sem;mon;+;;NH
657;Silene vulgaris;sil;vul;+;;NH
657;Soldanella pusilla;sol;pus;+;;NH
657;Solidago virgaurea subsp. minuta;sol;vir;+;;NH
657;Taraxacum sp.;tar;spe;r;;NH
657;Veronica alpina;ver;alp;r;;NH
658;Achillea moschata;ach;mos;+;;KC
658;Anthoxanthum alpinum;ant;alp;+;;KC
658;Festuca halleri agg.;fes;hal;1;;KC
658;Gnaphalium supinum;gna;sup;1;;KC
658;Huperzia selago;hup;sel;+;;KC
658;Leucanthemopsis alpina;leu;alp;+;;KC
658;Luzula spicata;luz;spi;+;;KC
658;Poa alpina;poa;alp;+;;KC
658;Ranunculus villarsii;ran;vil;+;;KC
658;Sagina saginoides;sag;sag;+;;KC
658;Salix herbacea;sal;her;2a;;KC
658;Saxifraga bryoides;sax;bry;+;;KC
658;Scorzoneroides helvetica;sco;hel;+;;KC
658;Sedum alpestre;sed;alp;+;;KC
658;Trifolium pallescens;tri;pal;+;;KC
658;Veronica alpina;ver;alp;r;;KC
659;Cardamine resedifolia;car;res;r;;NH
659;Cirsium spinosissimum;cir;spi;+;;NH
659;Euphrasia sp.;eup;spe;+;;NH
659;Festuca halleri agg.;fes;hal;2a;;NH
659;Gnaphalium supinum;gna;sup;r;;NH
659;Leucanthemopsis alpina;leu;alp;+;;NH
659;Luzula alpino-pilosa;luz;alp1;2a;;NH
659;Luzula spicata;luz;spi;+;;NH
659;Minuartia sedoides;min;sed;2a;;NH
659;Poa alpina;poa;alp;2a;;NH
659;Potentilla aurea;pot;aur;+;;NH
659;Sagina saginoides;sag;sag;r;;NH
659;Salix herbacea;sal;her;r;;NH
659;Scorzoneroides helvetica;sco;hel;2a;;NH
659;Sedum alpestre;sed;alp;+;;NH
659;Sibbaldia procumbens;sib;pro;1;;NH
659;Trifolium pallescens;tri;pal;2a;;NH
659;Veronica alpina;ver;alp;+;;NH
660;Agrostis rupestris;agr;rup;+;;SE
660;Anthoxanthum alpinum;ant;alp;+;;SE
660;Avenula versicolor;ave;ver;2a;;SE
660;Carex curvula subsp. curvula;car;cur;2b;;SE
660;Euphrasia minima;eup;min;r;;SE
660;Gnaphalium supinum;gna;sup;+;;SE
660;Homogyne alpina;hom;alp;2a;;SE
660;Leucanthemopsis alpina;leu;alp;+;;SE
660;Luzula alpino-pilosa;luz;alp1;+;cf;SE
660;Mutellina adonidifolia;mut;ado;+;;SE
660;Persicaria vivipara;per;viv;1;;SE
660;Phyteuma hemisphaericum;phy;hem;+;;SE
660;Potentilla aurea;pot;aur;1;;SE
660;Primula glutinosa;pri;glu;1;;SE
660;Salix herbacea;sal;her;1;;SE
660;Scorzoneroides helvetica;sco;hel;3;;SE
660;Soldanella pusilla;sol;pus;2a;;SE
661;Agrostis rupestris;agr;rup;+;;SE
661;Anthoxanthum alpinum;ant;alp;2a;;SE
661;Avenula versicolor;ave;ver;+;;SE
661;Cardamine resedifolia;car;res;r;;SE
661;Carex curvula subsp. curvula;car;cur;1;;SE
661;Euphrasia minima;eup;min;r;;SE
661;Gnaphalium supinum;gna;sup;+;;SE
661;Homogyne alpina;hom;alp;1;;SE
661;Leucanthemopsis alpina;leu;alp;+;;SE
661;Luzula lutea;luz;lut;+;cf;SE
661;Mutellina adonidifolia;mut;ado;+;;SE
661;Persicaria vivipara;per;viv;1;;SE
661;Phyteuma hemisphaericum;phy;hem;+;;SE
661;Poa alpina;poa;alp;1;;SE
661;Primula glutinosa;pri;glu;+;;SE
661;Salix herbacea;sal;her;3;;SE
661;Scorzoneroides helvetica;sco;hel;2a;;SE
661;Senecio incanus subsp. carniolicus;sen;inc;+;;SE
661;Soldanella pusilla;sol;pus;2a;;SE
662;Euphrasia minima;eup;min;r;;KC
662;Festuca halleri agg.;fes;hal;+;;KC
662;Gnaphalium supinum;gna;sup;r;;KC
662;Leucanthemopsis alpina;leu;alp;+;;KC
662;Luzula alpino-pilosa;luz;alp1;1;;KC
662;Luzula spicata;luz;spi;+;;KC
662;Poa alpina;poa;alp;+;;KC
662;Sagina saginoides;sag;sag;+;;KC
662;Salix herbacea;sal;her;3;;KC
662;Salix serpyllifolia;sal;ser;+;;KC
662;Saxifraga bryoides;sax;bry;+;;KC
662;Scorzoneroides helvetica;sco;hel;+;;KC
662;Sedum alpestre;sed;alp;+;;KC
662;Sibbaldia procumbens;sib;pro;+;;KC
662;Trifolium pallescens;tri;pal;2a;;KC
663;Agrostis alpina;agr;alp;+;;NH
663;Anthoxanthum alpinum;ant;alp;1;;NH
663;Avenula versicolor;ave;ver;1;;NH
663;Campanula barbata subsp. barbata;cam;bar;1;;NH
663;Carex curvula subsp. curvula;car;cur;2a;;NH
663;Carex sempervirens;car;sem;1;;NH
663;Euphrasia sp.;eup;spe;r;;NH
663;Gentiana acaulis;gen;aca;+;;NH
663;Geum montanum;geu;mon;+;;NH
663;Gnaphalium supinum;gna;sup;+;;NH
663;Homogyne alpina;hom;alp;1;;NH
663;Juncus trifidus;jun;tri;+;;NH
663;Leucanthemopsis alpina;leu;alp;+;;NH
663;Luzula multiflora s. lat.;luz;mul;+;;NH
663;Mutellina adonidifolia;mut;ado;1;;NH
663;Nardus stricta;nar;str;2b;;NH
663;Phyteuma hemisphaericum;phy;hem;+;;NH
663;Potentilla aurea;pot;aur;2a;;NH
663;Scorzoneroides helvetica;sco;hel;2a;;NH
663;Senecio incanus subsp. carniolicus;sen;inc;1;;NH
663;Soldanella pusilla;sol;pus;r;;NH
663;Vaccinium vitis-idaea;vac;vit;2b;;NH
663;Veronica bellidioides;ver;bel;+;;NH
664;Anthoxanthum alpinum;ant;alp;+;;NS
664;Campanula scheuchzeri;cam;sch;+;;NS
664;Festuca halleri agg.;fes;hal;+;cor;NS
664;Festuca nigricans;fes;nig;+;;NS
664;Geum montanum;geu;mon;+;;NS
664;Homogyne alpina;hom;alp;+;;NS
664;Juncus trifidus;jun;tri;+;;NS
664;Luzula lutea;luz;lut;+;;NS
664;Minuartia sedoides;min;sed;1;;NS
664;Mutellina adonidifolia;mut;ado;1;;NS
664;Nardus stricta;nar;str;3;;NS
664;Phyteuma hemisphaericum;phy;hem;+;;NS
664;Potentilla aurea;pot;aur;2a;;NS
664;Ranunculus villarsii;ran;vil;+;;NS
664;Scorzoneroides helvetica;sco;hel;1;;NS
664;Sempervivum montanum s. str.;sem;mon;+;;NS
664;Soldanella pusilla;sol;pus;r;;NS
664;Vaccinium myrtillus;vac;myr;2b;;NS
665;Anthoxanthum alpinum;ant;alp;+;;NH
665;Campanula scheuchzeri;cam;sch;+;;NH
665;Carex curvula subsp. curvula;car;cur;2a;;NH
665;Festuca halleri agg.;fes;hal;+;;NH
665;Geum montanum;geu;mon;2b;;NH
665;Gnaphalium supinum;gna;sup;+;;NH
665;Homogyne alpina;hom;alp;+;;NH
665;Juncus jacquinii;jun;jac;1;;NH
665;Leucanthemopsis alpina;leu;alp;+;;NH
665;Luzula alpino-pilosa;luz;alp1;1;;NH
665;Mutellina adonidifolia;mut;ado;1;;NH
665;Phyteuma hemisphaericum;phy;hem;r;;NH
665;Potentilla aurea;pot;aur;1;;NH
665;Scorzoneroides helvetica;sco;hel;1;;NH
665;Sempervivum montanum s. str.;sem;mon;1;;NH
665;Soldanella pusilla;sol;pus;r;;NH
666;Agrostis rupestris;agr;rup;+;;KC
666;Anthoxanthum alpinum;ant;alp;2a;;KC
666;Botrychium lunaria;bot;lun;+;;KC
666;Campanula scheuchzeri;cam;sch;1;;KC
666;Euphrasia sp.;eup;spe;+;;KC
666;Festuca halleri agg.;fes;hal;2a;;KC
666;Gentiana brachyphylla;gen;bra;+;;KC
666;Gentiana nivalis;gen;niv;+;;KC
666;Geum montanum;geu;mon;+;;KC
666;Gnaphalium supinum;gna;sup;r;;KC
666;Leucanthemopsis alpina;leu;alp;+;;KC
666;Luzula spicata;luz;spi;+;;KC
666;Minuartia sedoides;min;sed;r;;KC
666;Myosotis alpestris;myo;alp;+;;KC
666;Poa alpina;Poa;alp;1;;KC
666;Potentilla aurea;pot;aur;+;;KC
666;Ranunculus villarsii;ran;vil;1;;KC
666;Scorzoneroides helvetica;sco;hel;2a;;KC
666;Sibbaldia procumbens;sib;pro;1;;KC
666;Taraxacum sp.;tar;spe;+;;KC
666;Trifolium pallescens;tri;pal;1;;KC
666;Trifolium pratense subsp. pratense;tri;pra;1;;KC
667;Anthoxanthum alpinum;ant;alp;+;;NH
667;Avenula versicolor;ave;ver;+;;NH
667;Campanula barbata subsp. barbata;cam;bar;+;;NH
667;Carex curvula subsp. curvula;car;cur;+;;NH
667;Carex sempervirens;car;sem;2b;;NH
667;Festuca halleri agg.;fes;hal;+;;NH
667;Gentiana acaulis;gen;aca;1;;NH
667;Geum montanum;geu;mon;2a;;NH
667;Homogyne alpina;hom;alp;+;;NH
667;Juncus trifidus;jun;tri;1;;NH
667;Lotus corniculatus;lot;cor;+;;NH
667;Luzula lutea;luz;lut;+;;NH
667;Mutellina adonidifolia;mut;ado;1;;NH
667;Nardus stricta;nar;str;3;;NH
667;Pedicularis tuberosa;ped;tub;+;;NH
667;Persicaria vivipara;per;viv;+;;NH
667;Phyteuma hemisphaericum;phy;hem;+;;NH
667;Potentilla aurea;pot;aur;2b;;NH
667;Ranunculus villarsii;ran;vil;+;;NH
667;Scorzoneroides helvetica;sco;hel;+;;NH
667;Solidago virgaurea subsp. minuta;sol;vir;+;;NH
667;Veronica bellidioides;ver;bel;+;;NH
668;Achillea moschata;ach;mos;+;;NH
668;Agrostis rupestris;agr;rup;+;;NH
668;Anthoxanthum alpinum;ant;alp;+;;NH
668;Campanula scheuchzeri;cam;sch;+;;NH
668;Cirsium spinosissimum;cir;spi;2a;;NH
668;Festuca halleri agg.;fes;hal;+;;NH
668;Festuca nigrescens;fes;nig1;+;;NH
668;Gentiana brachyphylla;gen;bra;r;;NH
668;Leontodon hispidus;leo;his;2b;;NH
668;Luzula alpina;luz;alp;+;;NH
668;Luzula spicata;luz;spi;+;;NH
668;Myosotis alpestris;myo;alp;+;;NH
668;Phleum alpinum agg.;phl;com;r;;NH
668;Poa alpina;poa;alp;+;;NH
668;Potentilla aurea;pot;aur;1;;NH
668;Ranunculus villarsii;ran;vil;1;;NH
668;Rhinanthus glacialis;rhi;gla;+;;NH
668;Salix helvetica;sal;hel;1;;NH
668;Trifolium pallescens;tri;pal;+;;NH
668;Trifolium pratense subsp. pratense;tri;pra;2b;;NH
670;Agrostis rupestris;agr;rup;+;;NS
670;Alchemilla vulgaris agg.;alc;vul;r;;NS
670;Anthoxanthum alpinum;ant;alp;+;;NS
670;Campanula scheuchzeri;cam;sch;+;;NS
670;Cerastium fontanum s. str.;cer;fon;+;;NS
670;Cirsium spinosissimum;cir;spi;2a;;NS
670;Deschampsia cespitosa subsp. cespitosa;des;ces;2a;;NS
670;Euphrasia minima;eup;min;+;;NS
670;Festuca halleri agg.;fes;hal;+;;NS
670;Leucanthemopsis alpina;leu;alp;+;;NS
670;Luzula alpino-pilosa;luz;alp1;1;;NS
670;Mutellina adonidifolia;mut;ado;+;;NS
670;Myosotis alpestris;myo;alp;+;;NS
670;Persicaria vivipara;per;viv;1;;NS
670;Phleum alpinum agg.;phl;com;+;;NS
670;Potentilla aurea;pot;aur;+;;NS
670;Ranunculus villarsii;ran;vil;+;;NS
670;Salix herbacea;sal;her;+;;NS
670;Saxifraga bryoides;sax;bry;+;;NS
670;Scorzoneroides helvetica;sco;hel;+;;NS
670;Silene acaulis subsp. exscapa;sil;aca;1;;NS
670;Soldanella pusilla;sol;pus;+;;NS
670;Taraxacum sp.;tar;spe;1;;NS
670;Trifolium pallescens;tri;pal;+;;NS
670;Viola biflora;vio;bif;+;;NS
671;Achillea moschata;ach;mos;1;;NH
671;Agrostis rupestris;agr;rup;2a;;NH
671;Anthoxanthum alpinum;ant;alp;1;;NH
671;Campanula barbata subsp. barbata;cam;bar;2b;;NH
671;Campanula scheuchzeri;cam;sch;+;;NH
671;Euphrasia sp.;eup;spe;r;;NH
671;Festuca halleri agg.;fes;hal;2a;;NH
671;Gnaphalium supinum;gna;sup;r;;NH
671;Luzula alpino-pilosa;luz;alp1;+;;NH
671;Luzula spicata;luz;spi;+;;NH
671;Myosotis alpestris;myo;alp;+;;NH
671;Persicaria vivipara;per;viv;+;;NH
671;Phyteuma hemisphaericum;phy;hem;1;;NH
671;Poa alpina;poa;alp;+;;NH
671;Potentilla aurea;pot;aur;+;;NH
671;Sagina saginoides;sag;sag;+;;NH
671;Salix herbacea;sal;her;+;;NH
671;Saxifraga bryoides;sax;bry;+;;NH
671;Scorzoneroides helvetica;sco;hel;+;;NH
671;Sedum alpestre;sed;alp;+;;NH
671;Sempervivum montanum s. str.;sem;mon;+;;NH
671;Senecio incanus subsp. carniolicus;sen;inc;r;;NH
671;Trifolium pallescens;tri;pal;1;;NH
672;Achillea moschata;ach;mos;+;;NH
672;Agrostis rupestris;agr;rup;1;;NH
672;Anthoxanthum alpinum;ant;alp;1;;NH
672;Campanula scheuchzeri;cam;sch;+;;NH
672;Deschampsia cespitosa subsp. cespitosa;des;ces;+;;NH
672;Festuca halleri agg.;fes;hal;1;;NH
672;Leontodon hispidus;leo;his;2b;;NH
672;Leucanthemopsis alpina;leu;alp;r;;NH
672;Persicaria vivipara;per;viv;+;;NH
672;Poa alpina;poa;alp;+;;NH
672;Pyrola minor;pyr;min;+;;NH
672;Rhododendron ferrugineum;rho;fer;+;;NH
672;Salix helvetica;sal;hel;3;;NH
672;Sibbaldia procumbens;sib;pro;+;;NH
672;Trifolium pallescens;tri;pal;+;;NH
672;Trifolium pratense subsp. pratense;tri;pra;1;;NH
673;Achillea moschata;ach;mos;+;;KC
673;Agrostis agrostiflora;agr;agr;+;;KC
673;Agrostis rupestris;agr;rup;+;;KC
673;Anthoxanthum alpinum;ant;alp;1;;KC
673;Botrychium lunaria;bot;lun;+;;KC
673;Campanula scheuchzeri;cam;sch;+;;KC
673;Coeloglossum viride;coe;vir;+;;KC
673;Doronicum clusii subsp. clusii;dor;clu;1;;KC
673;Festuca halleri agg.;fes;hal;1;;KC
673;Leucanthemopsis alpina;leu;alp;+;;KC
673;Luzula spicata;luz;spi;1;;KC
673;Myosotis alpestris;myo;alp;+;;KC
673;Persicaria vivipara;per;viv;2a;;KC
673;Phyteuma hemisphaericum;phy;hem;+;;KC
673;Poa alpina;poa;alp;1;;KC
673;Potentilla aurea;pot;aur;1;;KC
673;Salix herbacea;sal;her;+;;KC
673;Salix reticulata;sal;ret1;+;;KC
673;Scorzoneroides helvetica;sco;hel;2a;;KC
673;Sempervivum montanum s. str.;sem;mon;+;;KC
673;Silene acaulis subsp. exscapa;sil;aca;+;;KC
673;Trifolium pallescens;tri;pal;1;;KC
673;Trifolium pratense subsp. pratense;tri;pra;+;;KC
674;Agrostis rupestris;agr;rup;+;;NH
674;Campanula scheuchzeri;cam;sch;+;;NH
674;Cerastium cerastoides;cer;cer;r;;NH
674;Cirsium spinosissimum;cir;spi;2a;;NH
674;Deschampsia cespitosa subsp. cespitosa;des;ces;2b;;NH
674;Euphrasia minima;eup;min;r;;NH
674;Luzula alpino-pilosa;luz;alp1;2a;;NH
674;Luzula spicata;luz;spi;+;;NH
674;Phleum alpinum agg.;phl;com;+;;NH
674;Poa alpina;poa;alp;+;;NH
674;Salix helvetica;sal;hel;1;;NH
674;Salix herbacea;sal;her;2a;;NH
674;Salix retusa s. str.;sal;ret;1;;NH
674;Taraxacum sp.;tar;spe;+;;NH
674;Trifolium badium;tri;bad;+;;NH
674;Trifolium pallescens;tri;pal;2a;;NH
674;Veronica alpina;ver;alp;+;;NH
675;Achillea moschata;ach;mos;+;;KC
675;Agrostis rupestris;agr;rup;+;;KC
675;Anthoxanthum alpinum;ant;alp;+;;KC
675;Botrychium lunaria;bot;lun;+;;KC
675;Campanula scheuchzeri;cam;sch;+;;KC
675;Cardamine resedifolia;car;res;r;;KC
675;Cerastium fontanum s. str.;cer;hol;r;;KC
675;Cirsium spinosissimum;cir;spi;2b;;KC
675;Cystopteris alpina;cys;alp;r;;KC
675;Euphrasia sp.;eup;spe;+;;KC
675;Festuca halleri agg.;fes;hal;2a;;KC
675;Gentiana nivalis;gen;niv;+;;KC
675;Minuartia sedoides;min;sed;+;;KC
675;Myosotis alpestris;myo;alp;+;;KC
675;Phyteuma hemisphaericum;phy;hem;+;;KC
675;Poa alpina;poa;alp;1;;KC
675;Ranunculus villarsii;ran;vil;r;;KC
675;Salix herbacea;sal;her;2a;;KC
675;Saxifraga bryoides;sax;bry;+;;KC
675;Scorzoneroides helvetica;sco;hel;2a;;KC
675;Sibbaldia procumbens;sib;pro;1;;KC
675;Taraxacum sp.;tar;spe;+;;KC
675;Trifolium pratense subsp. pratense;tri;pra;+;;KC
676;Achillea moschata;ach;mos;+;;NH
676;Anthoxanthum alpinum;ant;alp;+;;NH
676;Campanula scheuchzeri;cam;sch;+;;NH
676;Euphrasia sp.;eup;spe;r;;NH
676;Festuca halleri agg.;fes;hal;+;;NH
676;Gentiana brachyphylla;gen;bra;1;;NH
676;Homogyne alpina;hom;alp;+;;NH
676;Leontodon hispidus;leo;his;1;;NH
676;Lotus corniculatus;lot;cor;+;;NH
676;Luzula spicata;luz;spi;r;;NH
676;Myosotis alpestris;myo;alp;r;;NH
676;Potentilla aurea;pot;aur;+;;NH
676;Ranunculus villarsii;ran;vil;+;;NH
676;Rhododendron ferrugineum;rho;fer;1;;NH
676;Scorzoneroides helvetica;sco;hel;2a;;NH
676;Trifolium pallescens;tri;pal;2b;;NH
677;Achillea moschata;ach;mos;1;;DM
677;Campanula scheuchzeri;cam;sch;+;;DM
677;Festuca nigricans;fes;nig;+;;DM
677;Myosotis alpestris;myo;alp;r;;DM
677;Poa alpina;poa;alp;+;;DM
677;Rhododendron ferrugineum;rho;fer;2a;;DM
677;Salix helvetica;Sal;hel;4;;DM
677;Scorzoneroides helvetica;sco;hel;+;;DM
677;Solidago virgaurea subsp. minuta;sol;vir;+;;DM
677;Trifolium pratense subsp. pratense;tri;pra;+;;DM
678;Achillea moschata;ach;mos;+;;KC
678;Agrostis rupestris;agr;rup;+;;KC
678;Anthoxanthum alpinum;ant;alp;1;;KC
678;Campanula scheuchzeri;cam;sch;+;;KC
678;Cardamine resedifolia;car;res;+;;KC
678;Euphrasia sp.;eup;spe;+;;KC
678;Festuca halleri agg.;fes;hal;2a;;KC
678;Gentiana brachyphylla;gen;bra;1;;KC
678;Gentiana nivalis;gen;niv;+;;KC
678;Gnaphalium supinum;gna;sup;r;;KC
678;Leontodon hispidus;leo;his;+;;KC
678;Lotus corniculatus;lot;cor;r;;KC
678;Luzula spicata;luz;spi;+;;KC
678;Minuartia sedoides;min;sed;+;;KC
678;Phyteuma hemisphaericum;phy;hem;+;;KC
678;Poa alpina;poa;alp;1;;KC
678;Potentilla aurea;pot;aur;1;;KC
678;Scorzoneroides helvetica;sco;hel;2b;;KC
678;Sedum alpestre;sed;alp;r;;KC
678;Sempervivum montanum s. str.;sem;mon;1;;KC
678;Taraxacum sp.;tar;spe;+;;KC
678;Trifolium pallescens;tri;pal;2a;;KC
679;Achillea moschata;ach;mos;+;;NH
679;Anthoxanthum alpinum;ant;alp;+;;NH
679;Campanula barbata subsp. barbata;cam;bar;r;;NH
679;Campanula scheuchzeri;cam;sch;+;;NH
679;Coeloglossum viride;coe;vir;+;;NH
679;Doronicum clusii subsp. clusii;dor;clu;r;;NH
679;Festuca halleri agg.;fes;hal;+;;NH
679;Huperzia selago;hup;sel;+;;NH
679;Luzula spicata;luz;spi;+;;NH
679;Myosotis alpestris;myo;alp;+;;NH
679;Persicaria vivipara;per;viv;+;;NH
679;Rhododendron ferrugineum;rho;fer;2a;;NH
679;Salix helvetica;sal;hel;2b;;NH
679;Salix retusa s. str.;sal;ret;1;;NH
679;Saxifraga bryoides;sax;bry;1;;NH
679;Trifolium pallescens;tri;pal;+;;NH
680;Agrostis rupestris;agr;rup;1;;NH
680;Avenula versicolor;ave;ver;+;;NH
680;Carex curvula subsp. curvula;car;cur;+;;NH
680;Gnaphalium supinum;gna;sup;1;;NH
680;Juncus trifidus;jun;tri;+;;NH
680;Luzula alpino-pilosa;luz;alp1;2a;;NH
680;Oreochloa disticha;ore;dis;+;;NH
680;Phyteuma hemisphaericum;phy;hem;r;;NH
680;Scorzoneroides helvetica;sco;hel;+;;NH
680;Soldanella pusilla;sol;pus;1;;NH
680;Taraxacum sp.;tar;spe;r;;NH
681;Agrostis agrostiflora;Agr;agr;+;T7 remark by M.Falch: Agrostis stolonifera;KC
681;Campanula scheuchzeri;Cam;sch;+;;KC
681;Cirsium spinosissimum;Cir;spi;+;;KC
681;Cystopteris alpina;Cys;alp;+;;KC
681;Deschampsia cespitosa subsp. cespitosa;Des;ces;2b;;KC
681;Geranium sylvaticum;Ger;syl;1;;KC
681;Juncus trifidus;Jun;tri;1;;KC
681;Luzula lutea;Luz;lut;+;;KC
681;Myosotis alpestris;Myo;alp;+;;KC
681;Poa alpina;Poa;alp;+;;KC
681;Viola biflora;Vio;bif;r;;KC
683;Agrostis alpina;agr;alp;2a;;KC
683;Avenula versicolor;ave;ver;1;;KC
683;Coeloglossum viride;coe;vir;r;;KC
683;Hieracium alpinum s. lat.;hie;alp;+;;KC
683;Huperzia selago;hup;sel;+;;KC
683;Juncus trifidus;jun;tri;1;;KC
683;Kobresia myosuroides;kob;myo;1;;KC
683;Lloydia serotina;llo;ser;+;;KC
683;Pedicularis kerneri;ped;ker;+;;KC
683;Persicaria vivipara;per;viv;1;;KC
683;Primula glutinosa;pri;glu;+;;KC
683;Primula minima;pri;min;2b;;KC
683;Saxifraga bryoides;sax;bry;+;;KC
683;Scorzoneroides helvetica;sco;hel;+;;KC
683;Silene acaulis subsp. exscapa;sil;aca;2a;;KC
683;Vaccinium gaultherioides;vac;gau;1;;KC
683;Vaccinium vitis-idaea;vac;vit;1;;KC
684;Agrostis alpina;agr;alp;+;;KC
684;Avenula versicolor;ave;ver;+;;KC
684;Calamagrostis villosa;cal;vil;+;;KC
684;Carex curvula subsp. curvula;car;cur;+;;KC
